Title,Location,Bedrooms,Bathrooms,House Size,Description,Price
2 Bedroom House,Lavington,2,2,0.5 acres,"Two bedrooms with a garden, bright living room, open plan kitchen and approved security.",KSh 165 000
3 Bedroom House,Syokimau,3,4,0.25 acres,3 Bedroom Master en-suite Plus Dsq for Rent in Syokimau (rim house area),KSh 40 000
4 Bedroom House,Gigiri,4,3,3 acres,"Sandwiched between embassies, this two-storey house on half an acre is the ultimate family",KSh 270 000
5 Bedroom House,Rosslyn,5,5,0.1 ha,"Providing a living experience like no other house can, is this expertly designed five",KSh 750 000
2 Bedroom House,Nyari,2,2,978 m²,"Two bedroom fully furnished guest house to let 
located in the suburb of nyari area a UN",KSh 140 000
5 Bedroom House,Runda,5,5,0.5 acres,"Elegantly done 5 Bedrooms Villa
This beautiful 5 bedrooms Villa is located in",KSh 550 000
5 Bedroom House,Rosslyn,5,5,0.25 acres,"Providing a living experience like no other house can, is this expertly designed five",KSh 750 000
3 Bedroom House,Lavington,3,3,0.5 acres,Stunning secure 3 bedrooms bungalow that boats of brilliant dinning are separate from,KSh 295 000
7 Bedroom House,Spring Valley,7,6,0.75 acres,"Magnificent 7  Ambassadorial House For Rent in Spring Valley
Under renovation!!!
This",KSh 500 000
5 Bedroom House,Runda,5,6,3 acres,"Spacious 5 bedroom house to rent in Runda 
All rooms are ensuite 
Has a beautiful garden",KSh 350 000
4 Bedroom House,Lakeview,4,4,0.5 acres,"It's a beautiful 4bdrm unfurnished house, two ensuite with a domestic Staff quaters, has a",KSh 300 000
6 Bedroom House,Runda,6,4,0.5 m²,"6 bedroom standalone to #let in Runda Mimosa.ksh 250000 
Key features
6 bedroom all",KSh 250 000
3 Bedroom House,Kahawa sukari,3,3,978 m²,"3 bedroom + SQ. Kahawa Sukari. Own compound.

3 bedrooms all en-suite + cloak room (3.5",KSh 120 000
5 Bedroom House,Lavington,5,7,0.2 m²,This Classy Townhouse is set in the hip suburb of Lavington and is set on a quiet stretch,KSh 250 000
5 Bedroom House,Kiambu,5,3,,"Price drop ! Price drop !

House to let on kiambu road - a 5 bedroom mansion own",KSh 100 000
4 Bedroom House,Runda,4,4,,"Its a charming 4bdrm all ensuite cottage. The unit has a guest toilet, separate dining",KSh 250 000
5 Bedroom House,Loresho,5,4,0.25 acres,The lovely bungalow sits on a half-acre piece of land in the heart of Loresho within a,KSh 230 000
3 Bedroom House,Malindi,3,3,0.5 acres,"Three bedrooms villa 
On own compound 
Near golf malindi
Walking distance to the beach",KSh 150 000
4 Bedroom House,Karen,4,4,0.25 acres,"??Karen 

A beautiful 4 bedroom Bungalow in a gated community

Guide Rent Kshs.",KSh 400 000
3 Bedroom House,Kitengela,3,3,978 m²,It offers 101 houses comprising 3- & 4-bedroom maisonettes in a spaciously designed gated,KSh 45 000
4 Bedroom House,Runda,4,4,0.4 ha,"RUNDA 4BR HOUSE TO LET @215K
Gated community with nicely paved streets and well manicured",KSh 215 000
2 Bedroom House,Runda,2,2,1 acres,"RUNDA: This is a 2 Bedrooms Fully Furnished all ensuite,(can Be Rented as Unfurnished at",KSh 150 000
7 Bedroom House,Spring Valley,7,7,1 acres,"7 Bedroom House To Rent In Spring Valley

7 Bedroom House To Rent In Spring Valley",KSh 450 000
5 Bedroom House,Kitisuru,5,6,0.5 acres,"A nice 5bdrm unfurnished family house, all ensuite with a domestic staff quarters. The",KSh 280 000
4 Bedroom House,Lower Kabete,4,4,978 m²,"To let 

Lower Kabete - 4 bedrooms Town House plus office
in a prime area  in Lower",KSh 520 000
5 Bedroom House,Lavington,5,5,0.5 m²,This lavish home is located in the serene environment of lavington.This beautiful home has,KSh 250 000
3 Bedroom House,Lavington,3,3,2 acres,3 bedrooms with sq #bungalow to #let in the leafy suburbs of #lavington set on 0.8,KSh 300 000
4 Bedroom House,Karen,4,4,0.25 acres,This is a nice four bedroom own compound house in Karen Mutero Ridge. Newly renovated house,KSh 250 000
4 Bedroom House,Kiambu,4,4,,"4 Bedroom House For Rent

A beautiful home located in Runda, off Kiambu road, an ideal",KSh 190 000
6 Bedroom House,Spring Valley,6,5,340 m²,This is awondeful  house  build at Hill view  in a gated community and very conducive,KSh 280 000
4 Bedroom House,Lakeview,4,4,5 acres,"This is Beautiful and well maintained home ideally located within Lakeview estate. 

This",KSh 350 000
4 Bedroom House,Karen,4,4,0.5 acres,"Four-Bedroom Townhouse for Rent in Karen

?? Rent: KES 300,000 per month
?",KSh 300 000
4 Bedroom House,Karen,4,2,0.5 m²,"4 bedroom bungalow in a good location.
The bungalow sits on half acre with a nice garden",KSh 110 000
6 Bedroom House,Lavington,6,7,1 m²,"Spacious house for rent in Lavington near Lavington Mall,kitchen with a pantry area,",KSh 1 200 000
4 Bedroom House,Loresho,4,3,0.5 acres,"A nice 4bdrm unfurnished bungalow, master ensuite with a 2bdrm servant quarters. The house",KSh 200 000
4 Bedroom House,New Muthaiga,4,3,1 acres,A beautiful house in a serene and lush neighborhood that offer panoramic views of the the,KSh 300 000
3 Bedroom House,Karen,3,2,250 m²,"KAREN

COZY BEAUTIFUL Three bedroom standalone cottage located at Windridge few minutes",KSh 200 000
4 Bedroom House,Lavington,4,4,0.5 acres,This exquisite property offers an ensuite master bedroom for ultimate privacy and comfort.,KSh 350 000
4 Bedroom House,Kitisuru,4,4,0.5 acres,This delightful cottage boasts spacious rooms kitchen and bathrooms. Well manicured garden,KSh 240 000
4 Bedroom House,Kileleshwa,4,4,2 025 m²,"Available immediately!!

*Spacious modern family home centrally located in a secure",KSh 300 000
5 Bedroom House,Spring Valley,5,5,0.5 acres,Luxury 5 bedroom stand alone House on 1 acre This Beautiful 5 bedroom house located in the,KSh 350 000
2 Bedroom House,Runda,2,2,1 acres,"A brand new 2bdrm unfurnished guest wing. The unit has a separate dining area, living room,",KSh 110 000
5 Bedroom House,Karen,5,5,450 m²,To Let 5 bedroom plus Sq of two at 250 k  in Karen Fair acres,KSh 250 000
4 Bedroom House,Watamu,4,4,0.5 acres,"Four bedrooms villa 
On own compound 
Near watamu round about 
Fully furnished 
Big",KSh 150 000
4 Bedroom House,Ongata Rongai,4,3,2 025 m²,"It's a 4bedrooms master ensuit with study room to let in Rongai Nkoroi 
It's in a quarter",KSh 50 000
3 Bedroom House,Thome,3,3,0.2 acres,"To let
3 bedroom house 
Thome estate 
A compound of 3

Monthly rent 100k

Ample",KSh 100 000
6 Bedroom House,Loresho,6,5,0.75 acres,"This amazing and cozy home is located in the serene parts of loresho.
Spacious well lit",KSh 330 000
3 Bedroom House,Langata,3,1,0.25 acres,Main house langata compound sharing with two other tenants spacious lounge and kitchen in a,KSh 65 000
4 Bedroom House,Runda,4,3,0.3 acres,"Artistic and cozy home nestled in the serene parts of runda.
Fully furnished with all the",KSh 250 000
1 Bedroom House,Runda,1,1,1 acres,A spacious 1 bedroom fully furnished cottage for rent in old Runda Close to united nations,KSh 120 000
3 Bedroom House,Nyari,3,3,1 acres,"Furnished House to let in Nyari Estate.
Features :
-3  bedroom 
-Master Ensuite
- Open",KSh 250 000 000
3 Bedroom House,Malindi,3,3,0.5 acres,This Is A Three Bedroom Cozy & Bright Modern Massionate Close To The Beach  For Rent In,KSh 100 000
4 Bedroom House,Runda,4,4,978 m²,"It's a well maintained 4bdrm full furnished house, all ensuite, has a guest toilet,",KSh 230 000
5 Bedroom House,Loresho,5,5,280 m²,"An exclusive, highly anticipated, long-awaited, high-end, gated community of 26 stunning",KSh 600 000
4 Bedroom House,Runda,4,5,0.25 acres,"furnished 4 bedrooms to+dsq let,master esnuite with a jacuzzi fitted with a cubicle",KSh 430 000
5 Bedroom House,Lavington,5,3,0.5 acres,Newly built 5 bedrooms townhouses located in suburb part of Lavington. All the bedrooms are,KSh 350 000
4 Bedroom House,Runda,4,4,0.5 acres,"To let:- runda estate.

Letting A Spacious 4 Bedroom Mansion, All En suite at Runda",KSh 320 000
House,Syokimau,5,5,1 m²,"0712273177 ??Syokimau Mwananchi Road. 
6 bedroom Townhouse  To Let/Selling sitting in",KSh 95 000
4 Bedroom House,Lakeview,4,3,0.5 acres,"2-bed ensuite Apartment Ideally located in Nairobi’s prime Westlands area, along Mvuli Road",KSh 250 000
4 Bedroom House,Runda,4,5,0.5 acres,"It's a newly refurbished 4bdrm partially furnished house,all ensuite with a 2bdrm servant",KSh 400 000
4 Bedroom House,Lavington,4,4,0.65 acres,"Features
*Spacious bright living room with separate dining area,fireplace and opening to",KSh 270 000
5 Bedroom House,Runda,5,6,0.5 acres,"A super spacious 5bdrm unfurnished family house, all ensuite with a 2bdrm servant quarters.",KSh 400 000
4 Bedroom House,Rosslyn,4,4,0.25 m²,"To let.
Rosslyn- A lovely Cossy 4 bedrooms,all ensuite (2 upstairs and 2 downstairs),plus",KSh 400 000
2 Bedroom House,Langata,2,2,1.5 acres,"Spacious 2 bedroom apartment to let #langata 
Master ensuite,play area, secure, balcony,",KSh 40 000
5 Bedroom House,Lavington,5,5,2 025 m²,Lavington in  Quite serene neighborhood 4 bedrooms plus 2dsqs double story  house sitting,KSh 450 000
2 Bedroom House,Karen,2,2,0.25 acres,"Good for a couple, located in a nice gated community with own compound.
Good size kitchen,",KSh 50 000
4 Bedroom House,Thigiri,4,4,0.25 acres,"Photos
KSh 450 000 Per Month
4 Bedroom House to Rent in Thigiri
 4  4  3
AVAILABLE",KSh 450 000
4 Bedroom House,Rosslyn,4,4,0.25 acres,"This is located in Roslyn Lone Tree. 
It's a 4 bedroom house in one acre mature garden.",KSh 270 000
5 Bedroom House,Lower Kabete,5,5,0.5 acres,A charming 5 bedroom all en suite Villa in a compound of twelve units with 24hr,KSh 300 000
2 Bedroom House,Thigiri,2,2,0.5 acres,"Introducing this nice guest house located in the leafy suburbs of Thigiri , not so far from",KSh 90 000
2 Bedroom House,Kerarapon,2,3,2 500 m²,"Lovely 2 bedroom Cottage unfurnished Available To Let




Guide Rent",KSh 70 000
1 Bedroom House,Kitisuru,1,2,,"spacious 1 bedroom house to let in kitisuru it has ample parking space, in a secure",KSh 70 000
5 Bedroom House,Spring Valley,5,4,0.5 m²,"Lavish 5 bed 3 ensuite with a secure environment,ample parking space,modern house",KSh 340 000
4 Bedroom House,Nyari,4,4,4 045 m²,"Beautiful and nice refurbished house with modern bathrooms, kitchen, all bedrooms are en",KSh 700 000
2 Bedroom House,Karen,2,1,0.25 m²,"Spacious 2 bedroom house in own compound.
It is in a good neighborhood.
Cabro drive",KSh 100 000
5 Bedroom House,Runda,5,5,1 acres,"To let.
Runda,Nairobi.
A nice 5bedroom standalone, modern built home.
On ½Acre.
Rent",KSh 300 000
4 Bedroom House,Runda,4,4,0.5 m²,"RUNDA:
Modern, Newly Renovated, Spacious 4 Bedroom All Ensuite Townhouse on 1",KSh 500 000
5 Bedroom House,Nyari,5,5,0.5 m²,"To Let


Within A Quiet And Serene Gated Community Close...Very Close To Isk  German",KSh 400 000
3 Bedroom House,Kileleshwa,3,2,0.5 acres,Magnificently renovated 3 bedrooms maisonette that boasts of brilliant dining area separate,KSh 130 000
4 Bedroom House,Lakeview,4,3,0.5 acres,A 4 bedroom bungalow sitting on half acre for rent in Lake View. *In a secure serene,KSh 390 000
5 Bedroom House,Nyari,5,5,0.5 m²,"This is located in NYARI Estate: It's a 5 Bedroomed All ensuite,2 servant quarters,",KSh 300 000
5 Bedroom House,Kilimani,5,5,,"5br All Ensuite Bedrooms for office use, Ample parking for at least 10 cars, Close to",KSh 280 000
5 Bedroom House,Runda,5,4,0.25 m²,"5 bedroom lovely house in Runda, the house has spacious bedrooms with 3 en-suite, it is in",KSh 520 000
4 Bedroom House,Gigiri,4,4,,"This is located in Gigiri areas. It's a 4 bedroom all ensuite, family room, lounge with",KSh 300 000
4 Bedroom House,Runda,4,4,,"To let.
Runda - 4 bedrooms, all ensuite,plus guesthouse,A standalone home with mature",KSh 350 000
4 Bedroom House,Watamu,4,4,978 m²,"- Watamu 4 bedroom
- Furnished 
- with swimming pool
- Bluebay Area

-Rent 120,000/-",KSh 120 000
1 Bedroom House,Lavington,1,2,0.5 acres,Executive 1bdrm available for rent in Lavington price 55k including service charge,KSh 55 000
3 Bedroom House,Runda,3,3,,"This is a 3bedrooms
3bathrooms
Living dinning and kitchen 
Small garden 
Fully",KSh 150 000
4 Bedroom House,Runda,4,5,0.5 acres,Located in the Mimosa area of Runda is this beautiful family home consisting of 4 en-suite,KSh 450 000
2 Bedroom House,Runda,2,2,0.5 m²,"2 bedrooms cottage in Runda available for rent:

- located in runda in a beautiful green",KSh 150 000
5 Bedroom House,Runda,5,5,1 acres,"Elegant 5 bedroom house,
 All ensuite and newly renovated Tastefully manicured lawns A",KSh 350 000
4 Bedroom House,Membley,4,4,1 605 m²,"Spacious 4 Bedrooms + DSQ Villa For Sale in Membley Estate, Ruiru- Ksh 26m. Ready For",KSh 26 000 000
4 Bedroom House,Rosslyn,4,4,989 m²,"Spacious 4 bedroom town house for rent in Rosslyn 
It's in a gated community 
Ready for",KSh 400 000
4 Bedroom House,Ngumo estate,4,3,0.6 acres,"4 bedroom massionate plus 1 bedroom extension to let in Ngumo.

Key features:
-In a",KSh 75 000
6 Bedroom House,Lavington,6,5,978 m²,"14 Rooms  Bungalow for rent in Lavington, close to public transport. Stands on 1 acre of",KSh 500 000
5 Bedroom House,Kitisuru,5,5,1.2 acres,"To let.
Old Kitisuru - Beautiful 5 Bedrooms, all en-suite + dsq ,with mature private",KSh 450 000
5 Bedroom House,Lavington,5,5,0.25 m²,"5 bedroom town house for rent in lavington. 

Located in a prime homely suburbs. 

This",KSh 350 000
5 Bedroom House,Runda,5,6,0.25 m²,"Its a beautifully 5bdrm house,all en suite with a lockable garage,two Dsq,has a very big",KSh 500 000
4 Bedroom House,Malindi,4,4,540 m²,"Located in Casuarina area
5min walk to the beach
All rooms self contained 
Parking area",KSh 160 000
5 Bedroom House,Runda,5,4,0.5 acres,"This is amazing house in Runda evergreen, the house has spacious bedrooms with 3 en-suite,",KSh 280 000
4 Bedroom House,Runda,4,4,1 acres,"Beautiful  with manicured garden, the house has spacious bedrooms with all en suite,",KSh 350 000
5 Bedroom House,Muthaiga,5,4,1.3 acres,"5 Bedroom in Muthaiga standalone home 3 en-suite, 2 sharing + Dsq. It also has 1 Bedroom",KSh 650 000
5 Bedroom House,Thome,5,5,,Spacious 5 bedroom (all ensuite)  massionate house in a gated community off Thika super,KSh 250 000
5 Bedroom House,Nyari,5,5,2 025 m²,This is a nice five bedrooms with DSQ for two. Situated on its own compound. Well,KSh 400 000
5 Bedroom House,Lavington,5,3,250 m²,"Spacious living room with a  separate dining area, Master Ensuit, Mature  Garden,  2dsqs,",KSh 360 000
5 Bedroom House,Kileleshwa,5,4,,"Spacious Master Ensuite with a balcony, modern kitchen,  2dsqs. Mature Garden. Rent is",KSh 500 000
2 Bedroom House,Kitisuru,2,2,0.5 acres,"??Kitisuru 

Unfurnished 2 Bedroom Cottage for rent. 
All bedrooms ensuite
Private",KSh 150 000
2 Bedroom House,Nyari,2,2,2 500 m²,"Very nice cottage in Nyari, the bedrooms are spacious with all en-suite, well furnished,",KSh 180 000
5 Bedroom House,Kitisuru,5,6,0.5 acres,"A very beautiful house in kitisuru, the house has spacious 5 bedrooms all en-suite,",KSh 500 000
2 Bedroom House,Muthaiga,2,2,0.25 acres,"Hot cakes!! 
Muthaiga: Modern, Double Storey Fully Furnished 2 Bedroom, 2 Bath Cottage to",KSh 250 000
3 Bedroom House,Loresho,3,3,0.25 acres,"Loresho, 3 Bedroom, all ensuite Letting

This is a standalone Bungalow that sits on 1",KSh 3 700
5 Bedroom House,Lower Kabete,5,5,2 025 m²,"Step into Luxury in Lower Kabete 
Location – Lower Kabete 
Rental Price – Ksh.1.1m/month",KSh 1 100 000
4 Bedroom House,Karen,4,4,2 025 m²,"To Let
Kshs 350,000

Location: Karen

Features;
• 5 bedrooms
• A spacious lounge 
•",KSh 350 000
House,Nyari,6,7,2 025 m²,"To Let
5,000$

Location: Nyari Estate, within a very serene and secure neighborhood.",KSh 645 575
5 Bedroom House,Runda,5,5,2 025 m²,"To Let5,500$Location- Runda, Mimosa?? Unfurnished beautiful double storey own compound home",KSh 780 000
4 Bedroom House,Karen,4,5,0.5 acres,"- in a gated community 
- private garden 
- all ensuite 
- sunken living room 
- family",KSh 350 000
1 Bedroom House,Nyari,1,1,0.25 acres,"One  bedroom furnished to let in Nyari 
Ready for occupation 
 call +254700002020  for",KSh 100 000
3 Bedroom House,Nairobi West,3,2,1 acres,"Newly refurbished 3bedroom masionatte plus dsq to let in Nairobi West 
Ample parking",KSh 60 000
3 Bedroom House,Langata,3,2,0.25 acres,"Spacious 3bedroom massionate available to let in langata in a gated community.
Very",KSh 60 000
5 Bedroom House,Runda,5,5,0.5 acres,"Runda
5 Bedroom Plus Two DSQ Available to Let in the Leafy Suburbs of Runda
 Rent: USD",KSh 6 600
2 Bedroom House,Runda,2,2,0.5 acres,"RUNDA EVERGREEN- Furnished
??Location: *Runda Evergreen*
??Size:  Furnished 2 Bedroom",KSh 150 000
6 Bedroom House,Runda,6,4,1 acres,"It's 6bedroom ambassadorial house in Runda for rent it's on 1 an acre ,with mature garden,",KSh 550 000
5 Bedroom House,Runda,5,5,0.25 m²,"To let.
Unfurnished.
Runda Mumwe - 5 bedrooms, all ensuite,plus Sq for 3, sitting on a ¾",KSh 400 000
5 Bedroom House,Runda,5,6,2 000 m²,"Its a nice 5bdrm unfurnished family house, all ensuite with a domestic staff quarters. The",KSh 400 000
5 Bedroom House,Riverside,5,4,0.2 acres,"Spacious 5br, plus 3 rooms Sq, sits on 3/4 of an acre, Ample parking, Close to public means",KSh 550 000
4 Bedroom House,Karen,4,4,0.5 acres,"??karen plain
4bedrooms all ensuite with dsq with a guard's house sitting on half",KSh 300 000
5 Bedroom House,Kitisuru,5,5,0.5 acres,"This is a 5 bedroomed all ensuite at Old Kitisuru. It's a magnificent Standalone house,",KSh 500 000
4 Bedroom House,Karen,4,3,0.25 acres,"Four bedroom house in kerarapon drive .sitting on 1/4 plot. Master bedroom en suite, with 3",KSh 100 000
5 Bedroom House,Muthaiga,5,6,0.5 acres,"Its a beautiful and charming 5bdrm unfurnished family house, all ensuite with a 2bdrm guest",KSh 10 000
2 Bedroom House,Runda,2,2,1.2 acres,"Two-story fully furnished cottage in small compound of 5 houses. 
?	Quiet location with",KSh 310 000
3 Bedroom House,Karen,3,3,1 acres,"A nice 3bdrm unfurnished bungalow, master ensuite with a domestic staff quarters. The house",KSh 150 000
5 Bedroom House,Lower Kabete,5,6,0.5 acres,A beautiful and spacious 5 bedroom all en suite Villa located in a quiet and secure gated,KSh 400 000
3 Bedroom House,Rosslyn,3,3,2 025 m²,"ROSSLYN LONE TREE: GUEST HOUSE:3 Bedrooms,Fully Furnished,Standby Generator, Security and",KSh 190 000
5 Bedroom House,Muthaiga,5,5,0.7 acres,Newly renovated and refurbished 5 bedroom stand alone house on 0.8 acres in Old,KSh 650 000
2 Bedroom House,Karen,2,2,0.25 acres,"Well finished two bedroom house in a nice and well secured gated community.
All bedrooms",KSh 90 000
5 Bedroom House,Runda,5,6,0.5 acres,"It's a beautiful 5bdrm unfurnished house, all ensuite with a 2bdrm servant quarter, has a",KSh 380 000
6 Bedroom House,Lavington,6,4,50 m²,Attractive 6 bedrooms double storey house that offers lounge with fire place separate from,KSh 340 000
1 Bedroom House,Riverside,1,1,0.25 acres,"1 bedroom cottage to #let in #Riversidedrive
Ksh 55000
For more information call us",KSh 50 000
4 Bedroom House,Lakeview,4,4,,"Its a charming 4bdrm unfurnished bungalow, master ensuite with a 2bdrm servant quarters.",KSh 350 000
6 Bedroom House,Spring Valley,6,5,0.5 acres,"6 bedrooms Ambassadorial house,  2 sitting rooms,  family room,  terrace,  mature garden,",KSh 400 000
3 Bedroom House,Langata,3,1,,"#Bright_PropertiesbFt Peaceful & Happy Homes 

      3 Bedrooms Maisonette plus dsq to",KSh 65 000
5 Bedroom House,Runda,5,5,0.5 acres,"RUNDA 5 BEDROOM WITH SWIMMING POOL AVAILABLE TO LET:-

Letting a 5 Bedroom Mansion at the",KSh 300 000
5 Bedroom House,Kitisuru,5,5,,"Spacious 5 bedrooms house,
* 4 bedrooms are en-suite
* Family room
* Prayer room
*",KSh 350 000
4 Bedroom House,Lavington,4,3,,Gorgeous secure 4 bedroom double storey house that offers lovely dining area separate from,KSh 210 000
5 Bedroom House,Lavington,5,4,,Uniquely designed 5 bedrooms single family house that offers lovely dinning area separate,KSh 520 000
5 Bedroom House,Lavington,5,5,0.5 acres,The lovely new 5 bedrooms town house is in a gated community located in Lavington,KSh 300 000
5 Bedroom House,Rosslyn,5,5,0.5 acres,A specious double storey located in the heart of Rosslyn in a serene environs.It has the,KSh 350 000
5 Bedroom House,Nyari,5,6,,"Its a stunning 5bdrm unfurnished ambassadorial house,all ensuite with a domestic staff",KSh 550 000
5 Bedroom House,Riverside,5,4,,This immaculately presented double storey  is set among  manicured grounds within a private,KSh 320 000
2 Bedroom House,Karen,2,2,2 025 m²,"Elegant and affordable 2 bedroom house available for rent in Karen.

Rent per Month: 60",KSh 60 000
2 Bedroom House,Spring Valley,2,2,0.57 acres,"A charming 2bdrm semi furnished guest wing. The house has a guest toilet, separate dining",KSh 180 000
4 Bedroom House,Gigiri,4,4,,"4 bedroom house plus dsq to rent 
In the leafy suburb of gigiri
-Master bedrooms en",KSh 300 000
4 Bedroom House,Runda,4,4,0.5 acres,"Strategically placed close to Braeburn school, Brookhouse Schools and UNEP Gigiri",KSh 350 000
4 Bedroom House,Runda,4,4,989 m²,"Its a nice 4bdrm unfurnished family house, all ensuite with a 2bdrm servant quarters. The",KSh 300 000
5 Bedroom House,Nyari,5,4,0.6 acres,"Nyari Estate
5 Bedrooms Ambassadorial House
All Ensuits
Dsq for 2
Swimming",KSh 450 000
5 Bedroom House,Muthaiga,5,5,,A cozy and homely newly renovated house located in the heart of Muthaiga. It is in close,KSh 430 000
5 Bedroom House,Runda,5,6,0.5 acres,"A stunning 5bdrm unfurnished family house, all ensuite with a 2bdrm servant quarters. The",KSh 4 000
5 Bedroom House,Runda,5,5,0.5 acres,"4 Bedrooms all ensuite is set in the heart of Runda Riviera.surrounded by tall, beautiful",KSh 400 000
2 Bedroom House,Runda,2,2,500 m²,"2 BEDROOM DUPLEX IN RUNDA MUMWE TO LET 

Ideal for high end or diplomatic residents 
All",KSh 100 000
4 Bedroom House,Lakeview,4,4,,Urban Sind Limited is delighted to introduce this colonial residential property with four,KSh 450 000
4 Bedroom House,Runda,4,5,1 acres,"Its a nice 4bdrm unfurnished family house, all ensuite with a 2bdrm servant quarters,",KSh 300 000
5 Bedroom House,Lavington,5,3,0.5 acres,"Features:

- Executive all ensuite 5bedrooms townhouse with 2dsq
- Family room with",KSh 370 000
6 Bedroom House,Kileleshwa,6,5,0.5 acres,It's a 6 bedroom standalone with a DSQ sitting on 1/2 acre. Has a spacious leaving room,KSh 300 000
3 Bedroom House,Loresho,3,3,0.25 acres,Loresho. A spacious 3bedroom bungalow on half an acre with the following features; Spacious,KSh 250 000
4 Bedroom House,Karen,4,4,0.5 acres,A 4 bedroom all en-suite mansion at karen with servant quarters,KSh 350 000
1 Bedroom House,Runda,1,1,0.5 acres,"Runda
1 bedroom guesthouse
Parking
Secure
Rent inclusive of water and",KSh 35 000
5 Bedroom House,Muthaiga,5,5,1 acres,"Features
*Built to very high standards befitting the status of a VIP 
*huge living room",KSh 1 000 000
4 Bedroom House,Runda,4,5,0.5 acres,"??Runda.

Newly refurbished 4bdrm house to let in Runda. 

 Rent:",KSh 350 000
4 Bedroom House,Lakeview,4,3,5 acres,Lakeview,KSh 350 000
4 Bedroom House,Kitisuru,4,4,,"House to let kitisuru.

Letting a 4 Bedroom Mansion All En suite 
It's in a Gated Estate",KSh 200 000
3 Bedroom House,Runda,3,4,0.5 acres,"Its a charming 3bdrm full furnished house, all ensuite. The unit has a guest toilet,",KSh 300 000
2 Bedroom House,Thome,2,2,0.5 acres,"2 bedroom house to let in  Thome.
Ready to move in 
Call +254700002020",KSh 35 000
2 Bedroom House,Runda,2,3,0.5 acres,"Its an executive 2bdrm full furnished garden apartment, its all ensuite. The unit has a",KSh 280 000
5 Bedroom House,Westlands,5,5,0.25 acres,Lavish 5 bedroom all ensuite with very spacious rooms well penetrated with natural,KSh 280 000
4 Bedroom House,Rosslyn,4,5,0.5 acres,"This exquisite 4-bedroom, all en-suite townhouse is nestled in the serene neighborhood of",KSh 510 000
5 Bedroom House,Riverside,5,5,0.25 acres,This immaculately presented double storey  is set among  manicured grounds within a private,KSh 320 000
5 Bedroom House,Loresho,5,5,0.5 acres,"Stunning 5 Bedroom House in Loresho!

Features:
- Huge living room with fire place
-",KSh 350 000
5 Bedroom House,Kitisuru,5,5,400 m²,"A stunning 5bdrm unfurnished family house,three ensuite with a domestic staff quarters. The",KSh 450 000
4 Bedroom House,Lavington,4,3,1.5 m²,"Located in the heart of Lavington this is a 4 bedroom with servant quarter.
Gated",KSh 160 000
3 Bedroom House,Kitengela,3,3,4 045 m²,Newly built three bedrooms all ensuite Bungalow within a gated community to let in,KSh 40 000
5 Bedroom House,Kyuna,5,5,0.75 acres,A charming 5 bedroom all en suite Double storey house located in a quiet neighborhood in,KSh 250 000
5 Bedroom House,Runda,5,5,0.5 acres,"To let.
Runda-Runda 5 bedrooms all ensuite plus 2 servant quaters sitting on ½ an",KSh 350 000
5 Bedroom House,Runda,5,5,,"This Beautiful 5 bedroom house located in the heart of Runda with excellent security.
It",KSh 350 000
1 Bedroom House,Westlands,1,1,0.5 m²,"Exclusive 1 bedroom fully furnished guest cottage in Westlands off Rhapta rd. 
Rent @",KSh 120 000
5 Bedroom House,Lavington,5,5,2 025 m²,"Spacious 5-bedroom townhouse with dsq in lavington – ksh. 250,000  

Description:  
This",KSh 250 000
4 Bedroom House,Lavington,4,4,0.25 acres,"Photos
KSh 250 000 Per Month
4 Bedroom House to Rent in Lavington
 4  4  2
A 4bdrm",KSh 250 000
2 Bedroom House,Muthaiga,2,2,4 045 m²,2 bedroom cottage in Muthaiga.,KSh 150 000
5 Bedroom House,Runda,5,5,0.2 ha,"Bedroom All En Suite + Dsq House For rent in Runda
5 Bedroom All En Suite + Dsq House For",KSh 370 000
5 Bedroom House,Runda,5,4,0.5 acres,"5
Pristine fully furnished house to let
Homes FOR RENT in a gated community in Runda This",KSh 500 000
2 Bedroom House,Spring Valley,2,1,978 m²,"Spring valley 
2 bedroom guest house to rent 
2 bed, 1 bathroom 
Renovated guest house",KSh 180 000
4 Bedroom House,Kiambu Road,4,4,0.25 acres,This is a home in great shape with an awesome opportunity in a fantastic location off,KSh 180 000
3 Bedroom House,Karen,3,3,0.75 acres,"To let.
A lovely homely cottage.
Three(3) bedroom standalone cottage located a few",KSh 200 000
4 Bedroom House,Spring Valley,4,5,,An amazing house located in the leafy suburbs of Spring valley. . Located in a compound of,KSh 200 000
2 Bedroom House,Malindi,2,2,0.5 m²,"Helping You Find Right Home For You & Your Family ?? 
This A Two Bedroom Villa Nestled In",KSh 90 000
1 Bedroom House,Karen,1,4,0.5 acres,"One bedroom house  to Let – Karen

Description:

Rent: Kshs. 30,000 per month
Terms:",KSh 30 000
4 Bedroom House,Langata,4,1,,"#Bright_Properties ft Peaceful & Happy Homes 

      4 Bedrooms Maisonette plus dsq to",KSh 75 000
3 Bedroom House,Langata,3,1,0.25 acres,"Bright_Properties ft Peaceful & Happy Homes 

      3 Bedrooms Maisonette plus dsq to let",KSh 65 000
5 Bedroom House,Runda,5,5,0.5 m²,"To Let: Stunning 4-Bedroom House in Runda
Price: Ksh 350,000 per month Discover this",KSh 350 000
4 Bedroom House,Riverside,4,3,0.25 acres,"Amazing 4 bedroom, 3 bathroom house in riverside. it is simple cozy and modern.
spacious",KSh 160 000
